LAMMPS compatible data file. atom_style: sphere

	16000 atoms
	1 atom types

	-0.5000000000000000 0.5000000000000000 xlo xhi
	-0.5000000000000000 0.5000000000000000 ylo yhi
	-0.5000000000000000 0.5000000000000000 zlo zhi
	0.0000000000000000 0.0000000000000000 0.0000000000000000 xy xz yz

Atoms

1 1 0.0345557659337468 1 0.32015747650334 0.138241259715234 -0.439655428422237 0 0 0
2 1 0.031968212545074 1 0.206490478602984 -0.0212780166228362 -0.493732637558287 0 0 0
3 1 0.0355923553347791 1 0.437043696175417 0.211875360911181 0.239292568765679 0 0 0
4 1 0.0295653679507161 1 0.271092187035554 -0.0039689288856144 -0.238163061828988 0 0 0
5 1 0.0309571739068948 1 -0.116730926823377 0.250901297903212 0.140617159930551 0 0 0
6 1 0.0368355916467737 1 0.496596894189414 -0.321493547275945 0.0322368931250011 0 0 0
7 1 0.0439694454412395 1 -0.44463250461628 0.0996128378992167 -0.003968567237949 0 0 0
8 1 0.03740519256614 1 0.454065282060736 0.217469521623461 0.367111692562675 0 0 0
9 1 0.0293201323931819 1 0.0682588129624815 -0.117430306317219 -0.0808405890793292 0 0 0
10 1 0.0370588769806775 1 0.0340639371518954 0.487177627003492 -0.0343140621330368 0 0 0
11 1 0.050608871739524 1 -0.251073792538484 -0.0923931626556273 -0.0827613734075013 0 0 0
12 1 0.0347419111682529 1 0.364694855761433 0.281688924303725 0.285074585360985 0 0 0
13 1 0.0474873005001117 1 0.49258761877561 0.348095414589783 -0.0783875677001885 0 0 0
14 1 0.0305846927548292 1 0.453472346953986 0.348087775507142 -0.473084440022126 0 0 0
15 1 0.0328377730264002 1 0.407569771559401 -0.234778351057764 -0.404257276331483 0 0 0
16 1 0.040975017583032 1 -0.433355122433907 -0.0941836379387069 0.179379554676115 0 0 0
17 1 0.0417002683642921 1 -0.431708337856142 0.116353401630689 -0.147665734883438 0 0 0
18 1 0.0314164459299284 1 -0.144470373191807 0.431238659994385 0.388196996459545 0 0 0
19 1 0.0358829337979597 1 0.0234125980590517 0.391170193936308 -0.370256880613974 0 0 0
20 1 0.0288945023621644 1 -0.281276879232498 0.455080955233396 -0.15716981918466 0 0 0
21 1 0.033538618822983 1 -0.484654708857886 0.272661946114376 -0.477424190238877 0 0 0
22 1 0.0438340724706745 1 -0.176403504842853 -0.490737739787064 -0.438690220365473 0 0 0
23 1 0.0312382552783604 1 -0.19998009511119 0.161829602844268 -0.0620044357799382 0 0 0
24 1 0.0394825179429344 1 -0.202183933155379 0.408104364813847 -0.0192007984793013 0 0 0
25 1 0.0332873434862762 1 -0.0337011301204161 0.205229062868455 -0.162311135746457 0 0 0
26 1 0.0579359312515184 1 -0.384803326708473 -0.401135437852559 0.264847826838572 0 0 0
27 1 0.0444892576960141 1 -0.35878144073466 0.35661532755463 -0.225975755324027 0 0 0
28 1 0.0428737619374451 1 0.0011791337764694 -0.422791395506687 0.424340293937778 0 0 0
29 1 0.0323388027209977 1 0.28035691908931 0.46329858795188 0.443723473344157 0 0 0
30 1 0.0377781409067662 1 -0.197731918955099 0.436056811033446 0.0115035771428496 0 0 0
31 1 0.0299832323018388 1 0.190403628634799 -0.221039010135175 0.134973259273263 0 0 0
32 1 0.0359123586433558 1 0.354195359516439 -0.156566307578449 -0.364591689154736 0 0 0
33 1 0.0405554593332335 1 0.412800035485856 0.0049954868470046 -0.0217736735094868 0 0 0
34 1 0.0435465016067836 1 -0.0127235094789224 -0.225186618241452 0.475861259902063 0 0 0
